"lfc.LB"	"lfc.high_pCA"	"lfc.low_pCA"	"lfc.glucose"	"lfc.acetate"
"PP_5643"	0	0	0	0	0
"PP_0784"	0	0	0	0	0
"PP_4707"	0	0	0	0	0
"ompQ"	0	0	0	0	0
"PP_2893"	0	0	0	0	0
"PP_4435"	0	0	0	0	0
"PP_2618"	0	0	0	0	0
"PP_3729"	0	0	0	0	0
"algD"	0	0	0	0	0
"PP_3785"	0	0	0	0	0
"PP_1791"	0	0	0	0	0
"PP_2816"	0	0	0	0	0
"PP_2520"	0	0	0	0	0
"estP"	0	0	0	0	0
"PP_4462"	0	0	0	0	0
"PP_mr15"	0	0	0	0	0
"PP_2461"	0	0	0	0	0
"PP_1406"	0	0	0	0	0
"mscL"	0	0	0	0	0
"uup"	0	0	0	0	0
"ydgK"	0	0	0	0	0
"PP_3149"	0	0	0	0	0
"PP_5454"	0	0	0	0	0
"PP_5692"	0	0	0	0	0
"PP_1576"	0	0	0	0	0
"amaB"	0	0	0	0	0
"urtA"	0	0	0	0	0
"fadB"	0	0	0	0	0
"rsmA"	0	0	0	0	0
"PP_t24"	0	0	0	0	0
"PP_mr38"	0	0	0	0	0
"PP_2240"	0	0	0	0	0
"gltS"	0	0	0	0	0
"PP_4547"	0	0	0	0	0
"copA-I"	0	0	0	0	0
"PP_3475"	0	0	0	0	0
"paoA"	0	0	0	0	0
"PP_4555"	0	0	0	0	0
"PP_0621"	0	0	0	0	0
"prpE"	0	0	0	0	0
"PP_3532"	0	0	0	0	0
"PP_4426"	0	0	0	0	0
"PP_1954"	0	0	0	0	0
"PP_3646"	0	0	0	0	0
"PP_2861"	0	0	0	0	0
"PP_4461"	0	0	0	0	0
"rluE"	0	0	0	0	0
"PP_3242"	0	0	0	0	0
"PP_3656"	0	0	0	0	0
"PP_5665"	0	0	0	0	0
"PP_0034"	0	0	0	0	0
"PP_1667"	0	0	0	0	0
"ybcO"	0	0	0	0	0
"PP_1787"	0	0	0	0	0
"PP_5583"	0	0	0	0	0
"PP_3102"	0	0	0	0	0
"oruR"	0	0	0	0	0
"PP_0309"	0	0	0	0	0
"PP_4562"	0	0	0	0	0
"PP_5708"	0	0	0	0	0
"ybgI"	0	0	0	0	0
"PP_5487"	0	0	0	0	0
"grx"	0	0	0	0	0
"PP_1926"	0	0	0	0	0
"PP_5477"	0	0	0	0	0
"PP_mr11"	0	0	0	0	0
"PP_3878"	0	0	0	0	0
"PP_5334"	0	0	0	0	0
"PP_1117"	0	0	0	0	0
"PP_2174"	0	0	0	0	0
"PP_3524"	0	0	0	0	0
"benK"	0	0	0	0	0
"PP_0647"	0	0	0	0	0
"PP_3255"	0	0	0	0	0
"PP_1263"	0	0	0	0	0
"cbcW"	0	0	0	0	0
"PP_4091"	0	0	0	0	0
"PP_2671"	0	0	0	0	0
"PP_5423"	0	0	0	0	0
"ocd"	0	0	0	0	0
"PP_t23"	0	0	0	0	0
"radA"	0	0	0	0	0
"PP_3231"	0	0	0	0	0
"PP_2053"	0	0	0	0	0
"yraO"	0	0	0	0	0
"PP_0320"	0	0	0	0	0
"PP_3864"	0	0	0	0	0
"PP_2173"	0	0	0	0	0
"PP_3959"	0	0	0	0	0
"PP_1499"	0	0	0	0	0
"PP_5440"	0	0	0	0	0
"PP_1094"	0	0	0	0	0
"PP_1136"	0	0	0	0	0
"pagL-I"	0	0	0	0	0
"PP_3300"	0	0	0	0	0
"PP_3645"	0	0	0	0	0
"PP_3412"	0	0	0	0	0
"PP_4423"	0	0	0	0	0
"PP_4926"	0	0	0	0	0
"PP_4183"	0	0	0	0	0
"PP_3791"	0	0	0	0	0
"yneJ"	0	0	0	0	0
"PP_1940"	0	0	0	0	0
"PP_0861"	0	0	0	0	0
"smc"	0	0	0	0	0
"gpU"	0	0	0	0	0
"fecI"	0	0	0	0	0
"PP_1558"	0	0	0	0	0
"PP_3728"	0	0	0	0	0
"xcpY"	0	0	0	0	0
"PP_4429"	0	0	0	0	0
"PP_4451"	0	0	0	0	0
"PP_1789"	0	0	0	0	0
"PP_4460"	0	0	0	0	0
"fimI"	0	0	0	0	0
"vgrG-III"	0	0	0	0	0
"PP_5391"	0	0	0	0	0
"PP_2983"	0	0	0	0	0
"PP_1651"	0	0	0	0	0
"PP_5611"	0	0	0	0	0
"PP_1543"	0	0	0	0	0
"PP_4630"	0	0	0	0	0
"PP_4544"	0	0	0	0	0
"PP_2768"	0	0	0	0	0
"PP_t50"	0	0	0	0	0
"PP_2979"	0	0	0	0	0
"PP_3701"	0	0	0	0	0
"PP_4755"	0	0	0	0	0
"rnk"	0	0	0	0	0
"PP_t64"	0	0	0	0	0
"PP_4951"	0	0	0	0	0
"PP_2527"	0	0	0	0	0
"PP_3887"	0	0	0	0	0
"PP_0831"	0	0	0	0	0
"gcdR"	0	0	0	0	0
"betA-I"	0	0	0	0	0
"bfr-II"	0	0	0	0	0
"PP_5055"	0	0	0	0	0
"PP_1227"	0	0	0	0	0
"PP_2856"	0	0	0	0	0
"PP_5593"	0	0	0	0	0
"PP_3684"	0	0	0	0	0
"rlmB"	0	0	0	0	0
"proC"	0	0	0	0	0
"PP_0580"	0	0	0	0	0
"gabP-V"	0	0	0	0	0
"PP_5484"	0	0	0	0	0
"PP_1953"	0	0	0	0	0
"selA"	0	0	0	0	0
"PP_0907"	0	0	0	0	0
"PP_4102"	0	0	0	0	0
"PP_5678"	0	0	0	0	0
"PP_t59"	0	0	0	0	0
"PP_5527"	0	0	0	0	0
"metR-II"	0	0	0	0	0
"PP_0103"	0	0	0	0	0
"PP_0273"	0	0	0	0	0
"PP_3842"	0	0	0	0	0
"dgkA-II"	0	0	0	0	0
"PP_2199"	0	0	0	0	0
"PP_3107"	0	0	0	0	0
"PP_5551"	0	0	0	0	0
"PP_2777"	0	0	0	0	0
"ppiA"	0	0	0	0	0
"PP_4362"	0	0	0	0	0
"PP_0800"	0	0	0	0	0
"PP_5428"	0	0	0	0	0
"PP_5695"	0	0	0	0	0
"oprQ"	0	0	0	0	0
"PP_5727"	0	0	0	0	0
"PP_3192"	0	0	0	0	0
"PP_2479"	0	0	0	0	0
"PP_0613"	0	0	0	0	0
"PP_0097"	0	0	0	0	0
"PP_3401"	0	0	0	0	0
"uhpA"	0	0	0	0	0
"PP_3526"	0	0	0	0	0
"PP_2641"	0	0	0	0	0
"PP_5119"	0	0	0	0	0
"gpx"	0	0	0	0	0
"PP_4665"	0	0	0	0	0
"PP_2792"	0	0	0	0	0
"PP_2960"	0	0	0	0	0
"PP_3536"	0	0	0	0	0
"gloB"	0	0	0	0	0
"PP_5631"	0	0	0	0	0
"gcdH"	0	0	0	0	0
"bktB"	0	0	0	0	0
"PP_5741"	0	0	0	0	0
"PP_3146"	0	0	0	0	0
"ushA"	0	0	0	0	0
"xseA"	0	0	0	0	0
"PP_2952"	0	0	0	0	0
"PP_1790"	0	0	0	0	0
"PP_1632"	0	0	0	0	0
"PP_0651"	0	0	0	0	0
"PP_1289"	0	0	0	0	0
"alr"	0	0	0	0	0
"PP_5582"	0	0	0	0	0
"yrfG"	0	0	0	0	0
"PP_0797"	0	0	0	0	0
"PP_1514"	0	0	0	0	0
"PP_4814"	0	0	0	0	0
"PP_5115"	0	0	0	0	0
"PP_4825"	0	0	0	0	0
"PP_3348"	0	0	0	0	0
"PP_4528"	0	0	0	0	0
"xcpQ"	0	0	0	0	0
"PP_3100"	0	0	0	0	0
"prpD"	0	0	0	0	0
"PP_0017"	0	0	0	0	0
"PP_2836"	0	0	0	0	0
"PP_4752"	0	0	0	0	0
"PP_1102"	0	0	0	0	0
"PP_1556"	0	0	0	0	0
"PP_3972"	0	0	0	0	0
"PP_1951"	0	0	0	0	0
"PP_2667"	0	0	0	0	0
"PP_0355"	0	0	0	0	0
"PP_2278"	0	0	0	0	0
"fatB"	0	0	0	0	0
"PP_4924"	0	0	0	0	0
"PP_0027"	0	0	0	0	0
"PP_3676"	0	0	0	0	0
"PP_4424"	0	0	0	0	0
"PP_5402"	0	0	0	0	0
"PP_3743"	0	0	0	0	0
"PP_3453"	0	0	0	0	0
"PP_1788"	0	0	0	0	0
"PP_4834"	0	0	0	0	0
"PP_5020"	0	0	0	0	0
"PP_3749"	0	0	0	0	0
"PP_3044"	0	0	0	0	0
"PP_0665"	0	0	0	0	0
"dctA-III"	0	0	0	0	0
"PP_3678"	0	0	0	0	0
"PP_1727"	0	0	0	0	0
"PP_2857"	0	0	0	0	0
"PP_2396"	0	0	0	0	0
"PP_2883"	0	0	0	0	0
"PP_5535"	0	0	0	0	0
"PP_1883"	0	0	0	0	0
"PP_1161"	0	0	0	0	0
"PP_3447"	0	0	0	0	0
"PP_3987"	0	0	0	0	0
"PP_3363"	0	0	0	0	0
"pucM"	0	0	0	0	0
"PP_2046"	0	0	0	0	0
"PP_1447"	0	0	0	0	0
"oprB-I"	0	0	0	0	0
"PP_1168"	0	0	0	0	0
"PP_1584"	0	0	0	0	0
"PP_5400"	0	0	0	0	0
"PP_3900"	0	0	0	0	0
"PP_3089"	0	0	0	0	0
"PP_5489"	0	0	0	0	0
"PP_2305"	0	0	0	0	0
"plpB"	0	0	0	0	0
"PP_5685"	0	0	0	0	0
"PP_5674"	0	0	0	0	0
"kefB-II"	0	0	0	0	0
"PP_4349"	0	0	0	0	0
"PP_5693"	0	0	0	0	0
"PP_1559"	0	0	0	0	0
"PP_5486"	0	0	0	0	0
"PP_2743"	0	0	0	0	0
"PP_3894"	0	0	0	0	0
"tpm"	0	0	0	0	0
"PP_5065"	0	0	0	0	0
"PP_1089"	0	0	0	0	0
"PP_3235"	0	0	0	0	0
"PP_1369"	0	0	0	0	0
"PP_1101"	0	0	0	0	0
"pvdR"	0	0	0	0	0
"PP_5675"	0	0	0	0	0
"PP_2510"	0	0	0	0	0
"PP_2971"	0	0	0	0	0
"PP_2799"	0	0	0	0	0
"PP_mr60"	0	0	0	0	0
"gllD"	0	0	0	0	0
"petA"	0	0	0	0	0
"PP_t56"	0	0	0	0	0
"PP_4450"	0	0	0	0	0
"PP_3824"	0	0	0	0	0
"PP_2277"	0	0	0	0	0
"PP_4596"	0	0	0	0	0
"PP_1534"	0	0	0	0	0
"PP_3509"	0	0	0	0	0
"alg44"	0	0	0	0	0
"PP_5501"	0	0	0	0	0
"PP_0710"	0	0	0	0	0
"PP_2653"	0	0	0	0	0
"PP_3595"	0	0	0	0	0
"PP_mr65"	0	0	0	0	0
"PP_5615"	0	0	0	0	0
"PP_3294"	0	0	0	0	0
"PP_3067"	0	0	0	0	0
"PP_0022"	0	0	0	0	0
"PP_2075"	0	0	0	0	0
"PP_2291"	0	0	0	0	0
"PP_0921"	0	0	0	0	0
"pstB-I"	0	0	0	0	0
"dctP"	0	0	0	0	0
"PP_mr36"	0	0	0	0	0
"dusC"	0	0	0	0	0
"PP_1920"	0	0	0	0	0
"PP_3724"	0	0	0	0	0
"PP_5491"	0	0	0	0	0
"benR"	0	0	0	0	0
"hmgR"	0	0	0	0	0
"PP_0821"	0	0	0	0	0
"cbcV"	0	0	0	0	0
"mrpAB"	0	0	0	0	0
"PP_1890"	0	0	0	0	0
"moaC"	0	0	0	0	0
"PP_3634"	0	0	0	0	0
"PP_5531"	0	0	0	0	0
"PP_0782"	0	0	0	0	0
"copS"	0	0	0	0	0
"PP_0319"	0	0	0	0	0
"alkT"	0	0	0	0	0
"PP_2072"	0	0	0	0	0
"PP_5140"	0	0	0	0	0
"PP_1028"	0	0	0	0	0
"czrSA"	0	0	0	0	0
"PP_2074"	0	0	0	0	0
"PP_0276"	0	0	0	0	0
"PP_2626"	0	0	0	0	0
"PP_5482"	0	0	0	0	0
"PP_5666"	0	0	0	0	0
"PP_5536"	0	0	0	0	0
"lysR"	0	0	0	0	0
"PP_2748"	0	0	0	0	0
"PP_3801"	0	0	0	0	0
"PP_3822"	0	0	0	0	0
"PP_2283"	0	0	0	0	0
"PP_4971"	0	0	0	0	0
"PP_5463"	0	0	0	0	0
"PP_4452"	0	0	0	0	0
"PP_0657"	0	0	0	0	0
"PP_4610"	0	0	0	0	0
"PP_4350"	0	0	0	0	0
"PP_4681"	0	0	0	0	0
"PP_0367"	0	0	0	0	0
"PP_2310"	0	0	0	0	0
"algG"	0	0	0	0	0
"PP_2127"	0	0	0	0	0
"PP_5437"	0	0	0	0	0
"ptxB"	0	0	0	0	0
"PP_2616"	0	0	0	0	0
"PP_1837"	0	0	0	0	0
"PP_4642"	0	0	0	0	0
"PP_2954"	0	0	0	0	0
"PP_2567"	0	0	0	0	0
"arsB-II"	0	0	0	0	0
"PP_5086"	0	0	0	0	0
"PP_3016"	0	0	0	0	0
"sulA"	0	0	0	0	0
"PP_2654"	0	0	0	0	0
"PP_3329"	0	0	0	0	0
"PP_5701"	0	0	0	0	0
"PP_5561"	0	0	0	0	0
"xthA"	0	0	0	0	0
"PP_0796"	0	0	0	0	0
"PP_2808"	0	0	0	0	0
"emrE"	0	0	0	0	0
"PP_5494"	0	0	0	0	0
"gcvP-I"	0	0	0	0	0
"PP_4929"	0	0	0	0	0
"PP_3614"	0	0	0	0	0
"hutU"	0	0	0	0	0
"nfuA"	0	0	0	0	0
"PP_0911"	0	0	0	0	0
"PP_2585"	0	0	0	0	0
"PP_2642"	0	0	0	0	0
"PP_2419"	0	0	0	0	0
"PP_0206"	0	0	0	0	0
"PP_1509"	0	0	0	0	0
"PP_2732"	0	0	0	0	0
"cheBA"	0	0	0	0	0
"PP_3913"	0	0	0	0	0
"PP_3886"	0	0	0	0	0
"PP_4534"	0	0	0	0	0
"PP_2651"	0	0	0	0	0
"PP_4465"	0	0	0	0	0
"PP_2489"	0	0	0	0	0
"PP_4134"	0	0	0	0	0
"PP_3528"	0	0	0	0	0
"PP_mr53"	0	0	0	0	0
"PP_1569"	0	0	0	0	0
"PP_3220"	0	0	0	0	0
"PP_3157"	0	0	0	0	0
"mscMB"	0	0	0	0	0
"queF"	0	0	0	0	0
"PP_3207"	0	0	0	0	0
"PP_5462"	0	0	0	0	0
"PP_0599"	0	0	0	0	0
"PP_1839"	0	0	0	0	0
"tnpT-II"	0	0	0	0	0
"soxA"	0	0	0	0	0
"PP_0333"	0	0	0	0	0
"pydP"	0	0	0	0	0
"PP_5407"	0	0	0	0	0
"PP_t75"	0	0	0	0	0
"PP_3919"	0	0	0	0	0
"moaE"	0	0	0	0	0
"PP_4468"	0	0	0	0	0
"PP_1957"	0	0	0	0	0
"PP_2865"	0	0	0	0	0
"PP_2298"	0	0	0	0	0
"chrR"	0	0	0	0	0
"PP_4228"	0	0	0	0	0
"PP_3402"	0	0	0	0	0
"ykgJ"	0	0	0	0	0
"fnrC"	0	0	0	0	0
"PP_1245"	0	0	0	0	0
"PP_4647"	0	0	0	0	0
"PP_1306"	0	0	0	0	0
"PP_2330"	0	0	0	0	0
"PP_5247"	0	0	0	0	0
"purU-II"	0	0	0	0	0
"opdH"	0	0	0	0	0
"PP_3847"	0	0	0	0	0
"PP_1927"	0	0	0	0	0
"PP_2706"	0	0	0	0	0
"PP_2452"	0	0	0	0	0
"PP_4107"	0	0	0	0	0
"PP_3773"	0	0	0	0	0
"PP_mr30"	0	0	0	0	0
"PP_2742"	0	0	0	0	0
"PP_5579"	0	0	0	0	0
"PP_1964"	0	0	0	0	0
"PP_2931"	0	0	0	0	0
"PP_1959"	0	0	0	0	0
"moaB-I"	0	0	0	0	0
"PP_1249"	0	0	0	0	0
"PP_2484"	0	0	0	0	0
"PP_0169"	0	0	0	0	0
"PP_2474"	0	0	0	0	0
"soxR"	0	0	0	0	0
"PP_1762"	0	0	0	0	0
"PP_2837"	0	0	0	0	0
"PP_5430"	0	0	0	0	0
"PP_2894"	0	0	0	0	0
"PP_5358"	0	0	0	0	0
"PP_5637"	0	0	0	0	0
"PP_3332"	0	0	0	0	0
"PP_4229"	0	0	0	0	0
"PP_3312"	0	0	0	0	0
"PP_0025"	0	0	0	0	0
"PP_2782"	0	0	0	0	0
"PP_5410"	0	0	0	0	0
"PP_3091"	0	0	0	0	0
"gstA"	0	0	0	0	0
"norM"	0	0	0	0	0
"paaE"	0	0	0	0	0
"PP_1581"	0	0	0	0	0
"PP_2397"	0	0	0	0	0
"nth"	0	0	0	0	0
"PP_5323"	0	0	0	0	0
"PP_1836"	0	0	0	0	0
"PP_0896"	0	0	0	0	0
"PP_3008"	0	0	0	0	0
"PP_5162"	0	0	0	0	0
"PP_0349"	0	0	0	0	0
"PP_0753"	0	0	0	0	0
"PP_2449"	0	0	0	0	0
"PP_4224"	0	0	0	0	0
"PP_3719"	0	0	0	-0.00018274	0
"phhR"	0	-0.00018294	0	0	0
"PP_3191"	0	0	0	0	-0.0002397
"tesB"	0	0	0	-0.00039351	0
"PP_0221"	0	-0.00042098	0	0	0
"PP_1358"	0	-0.00057154	0	0	0
"mrcB"	0	0	-0.00091732	0	0
"PP_4703"	0	0	-0.0011923	0	0
"PP_5373"	0	-0.001119	0	0	0
"PP_5401"	0	-0.0011278	0	0	0
"copB-I"	0	-0.001165	0	0	0
"fnrB"	0	-0.0014813	0	0	0
"PP_3245"	0	-0.0015773	0	0	0
"PP_2568"	0	-0.0021561	0	0	0
"PP_5254"	0	-0.0022616	0	0	0
"PP_1907"	0	-0.0024007	0	0	-0.0012609
"PP_1064"	0	0	-0.0022474	0	0
"PP_3758"	0	0	-0.002787	0	0
"PP_1822"	0	0	-0.0032866	0	0
"PP_3862"	0	0	-0.0033337	0	0
"PP_2395"	0	0	-0.0040299	0	0
"yfcH"	0	0	0	-0.00089581	0
"PP_3782"	0	0	0	-0.0011804	0
"PP_2234"	0	0	0	-0.0015024	0
"PP_2964"	0	0	0	-0.0017599	0
"PP_0505"	0	0	0	-0.0021923	0
"PP_1164"	0	0	0	-0.0025639	0
"PP_3976"	0	0	0	-0.0025672	0
"PP_2627"	0	0	0	-0.0032515	0
"amiD"	0	0	0	-0.0033548	0
"arsH"	0	0	0	-0.003551	0
"PP_4773"	0	0	0	-0.0038985	0
"PP_3319"	0	0	0	-0.0039916	0
"PP_2785"	0	0	0	-0.0040155	0
"pilD"	0	0	0	0	-0.0031954
"rlmJ"	0	0	0	0	-0.0039338
"mnxG"	0	0	0	0	-0.0040123
"PP_4577"	0	0	0	0	-0.0045633
"gltK"	0	0	0	0	-0.005347
"PP_1692"	0	0	0	0	-0.0054047
"actP-I"	0	0	0	-0.0022521	-0.0046577
"bkdAB"	-0.0037091	0	0	0	0
"PP_2128"	-0.0068953	0	0	0	0
"treZ"	-0.0069566	0	0	0	0
"PP_2394"	-0.0077428	0	0	0	0
"PP_3385"	-0.0089586	0	0	0	0
"kdpA"	0	0	0	-0.0052036	0
"PP_0053"	0	0	0	-0.0053854	0
"PP_2107"	0	0	0	-0.0054058	0
"PP_3609"	0	0	0	-0.0056729	0
"PP_1854"	0	0	0	-0.005762	0
"PP_1290"	0	0	0	-0.0057791	0
"algI"	0	0	0	-0.0059571	0
"PP_3682"	0	0	0	-0.0066008	0
"PP_2675"	0	0	0	-0.0067756	0
"PP_4560"	0	0	0	-0.0065162	-0.0042271
"ctaD"	0	0	0	-0.0082719	0
"PP_5529"	0	0	0	-0.0086763	0
"PP_2608"	0	0	0	-0.0090206	0
"PP_3576"	0	0	0	-0.0090479	0
"trpI"	0	0	0	-0.0092483	0
"betC"	0	0	0	-0.0094883	0
"PP_0860"	0	0	0	-0.009515	0
"PP_4837"	0	0	0	-0.0096298	0
"gsiC"	0	0	0	-0.010646	0
"PP_3314"	0	0	0	-0.010928	0
"PP_4906"	0	0	0	-0.011668	0
"ccoS"	0	0	0	-0.011864	0
"PP_2573"	0	-0.0036355	0	0	0
"PP_0698"	0	-0.0037922	0	0	0
"PP_4720"	0	-0.0038302	0	0	0
"gcl"	0	-0.0039064	0	0	0
"PP_3257"	0.0015107	-0.004947	0	0	0
"PP_3496"	0	-0.0048731	0	0	0
"PP_3481"	0	-0.0050114	0	0	0
"PP_4634"	0	-0.0051353	0	0	0
"ychF"	0	-0.0052489	0	0	0
"davA"	0	-0.0075573	0	0.0033525	0
"PP_3654"	0	-0.006039	0	0	0
"dmoA-II"	0	-0.0061338	0	0	0
"PP_4270"	0	-0.0062446	0	0	0
"PP_2593"	0	-0.006248	0	0	0
"PP_3364"	0	-0.0063954	0	0	0
"PP_5515"	0	-0.0064157	0	0	0
"gpJ"	0	-0.0064719	0	0	0
"PP_5554"	0	-0.0065065	0	0	0
"PP_0150"	0	-0.0070357	0	0	0
"ppkB"	0	-0.0075525	0	0	0
"gluQ"	0	-0.0077013	0	0	0
"prpA"	0	-0.0078446	0	0	0
"PP_3384"	0	-0.0081381	0	0	0
"arcA"	0	-0.0085841	0	0	0
"fadD-I"	0	-0.0094606	0	0	0
"sbp-I"	0	-0.0097941	0	0	0
"PP_4793"	0	-0.01049	0	0	0
"PP_0256"	0	-0.010591	0	0	0
"PP_1512"	0	-0.01143	0	0	0
"PP_4240"	0	-0.011632	0	0	0
"PP_3485"	0	-0.012144	0	0	0
"PP_2194"	0	-0.012544	0	0	0
"PP_2962"	0	-0.010895	-0.0057365	0	0
"PP_2192"	0	0	-0.0052335	0	0
"PP_4780"	0	0	-0.006526	0	0
"PP_4574"	0	0	-0.0065501	0	0
"PP_5259"	0	0	-0.0073106	0	0
"catB"	0	0	-0.0077214	0	0
"PP_3012"	0	0	-0.0077389	0	0
"azlC"	0	0	-0.009957	0	0
"spuA"	0	0	-0.011435	0	0
"PP_4238"	0	0	-0.011828	0	0
"PP_3040"	0	0	-0.012129	0	0
"PP_0111"	-0.011223	0	-0.012441	0	0
"bolA"	-0.01157	0	0	0	0
"PP_5464"	-0.01207	0	0	0	0
"PP_3559"	-0.014949	0	0	0	0
"PP_2355"	-0.01592	0	0	0	0
"PP_5566"	-0.013906	-0.0036117	0	0	0
"rffG"	-0.015251	0	-0.0049777	-0.0057307	0
"PP_1184"	-0.020337	0	0	0	0
"bvgA"	-0.023537	0	0	0	0
"sotB"	-0.023068	0	0	0	-0.0025478
"PP_5305"	0	-0.017287	0	0.0048972	0
"PP_3404"	0	-0.016344	0	0	0
"PP_1357"	0	-0.016607	0	0	0
"bkdB"	0	-0.016648	0	0	0
"catC"	0	-0.017279	0	0	0
"sfsA"	0	-0.017715	0	0	0
"PP_3444"	0	-0.018177	0	0	0
"rmuC"	0	-0.018574	0	0	0
"PP_3802"	0	-0.018814	0	0	0
"PP_2737"	0	-0.01291	0	0	0
"gdhA"	0	-0.013039	0	0	0
"pqqD-II"	0	-0.01308	0	0	0
"lhgO"	0	-0.013283	0	0	0
"mexD"	0	-0.014039	0	0	0
"PP_3575"	0	-0.01407	0	0	0
"PP_4399"	0	-0.014112	0	0	0
"PP_0581"	0	-0.014189	0	0	0
"PP_2563"	0	-0.014894	0	0	0
"PP_4633"	0	-0.015603	0	0	0
"PP_3414"	0	-0.013672	0	0	-0.0042935
"PP_0627"	-0.0073651	-0.012921	0	0	0
"PP_2976"	0	-0.01792	0	0.0074872	-0.008066
"PP_1202"	0	-0.01751	-0.0068251	-0.00092174	0
"ycgL"	0	-0.021168	-0.0080295	0	0
"ribE"	0	-0.023007	-0.0089843	0	0
"PP_3787"	0	-0.012488	-0.016606	0	0
"pncB"	0	-0.02108	0	0	0
"hemO"	0	-0.021204	0	0	0
"PP_0180"	0	-0.021858	0	0	0
"bhbP"	0	-0.022925	0	0	0
"PP_3069"	0	-0.023884	0	0	0
"calB"	0	-0.024026	0	0	0
"PP_0750"	0	-0.024117	0	0	-0.0045561
"PP_4506"	0	-0.025133	0	0	0
"cra"	0	-0.026074	0	0	0
"PP_0254"	0	-0.026183	0	0	0
"mucB"	0	-0.0262	0	0	0
"cidB"	0	-0.026911	0	0	0
"PP_0639"	0	-0.026997	0	0	0
"PP_5534"	0	-0.027462	0	0	0
"PP_4073"	0	-0.027517	0	0	0
"PP_3126"	0	-0.028126	0	0	0
"PP_4165"	0	-0.029065	0	0	0
"creA"	0	-0.029365	0	0	0
"PP_0667"	0	-0.029451	0	0	0
"PP_2244"	0	-0.029723	0	0	0
"PP_4164"	0	-0.030151	0	0	0
"PP_1352"	0	-0.030711	0	0	0
"ybhD"	0	-0.031091	0	0	0
"PP_0303"	0	-0.031104	0	0	0
"PP_2003"	0	-0.029317	-0.0038468	0	0
"PP_0636"	0	-0.032099	0	0	0
"PP_1103"	0	-0.032943	0	0	0
"PP_4578"	0	-0.033493	0	0	0
"acd"	0	-0.029154	0	0	-0.0078874
"PP_4605"	0	-0.031497	-0.0049244	0	-0.0049327
"PP_5021"	-0.026104	-0.026355	0	0	0
"nasA"	-0.019651	-0.021192	0	-0.013306	0
"qmcA"	-0.027146	0.020976	0	0	0
"braE"	-0.025296	0	0	-0.017191	0
"PP_2403"	-0.031072	0	0	-0.029404	0
"sseA"	-0.03121	0	0	0	0
"petB"	-0.031749	0	0	0	0
"PP_3428"	-0.032468	0	0	0	0
"PP_5337"	-0.033441	0	0	0	0
"PP_5424"	-0.034114	0	0	0	0
"PP_2436"	-0.035869	0	0	0	0
"ligC"	-0.037521	0	0	0	0
"PP_2190"	-0.045445	0	0	0	0
"rluB"	-0.048	0	0	0	0
"PP_4856"	-0.049782	0	0	0	0
"PP_4094"	-0.05022	0	0	0	0
"PP_0353"	-0.040974	0	-0.01019	0	0
"prtN"	-0.046975	-0.015234	0	0	0
"PP_1737"	0	0	0	-0.012302	0
"arsR-I"	0	0	0	-0.012577	0
"PP_2943"	0	0	0	-0.012918	0
"actP-III"	0	0	0	-0.013082	0
"mqo-II"	0	0	0	-0.013339	0
"PP_2253"	0	0	0	-0.013639	0
"PP_1921"	0	0	0	-0.013778	0
"spuH"	0	0	0	-0.013852	0
"PP_3056"	0	0	0	-0.013962	0
"PP_1835"	0	0	0	-0.014373	0
"gbdR"	0	0	0	-0.014384	0
"yciH"	0	0	0	-0.01468	0
"PP_2688"	0	0	0	-0.015179	0
"gcvT-I"	0	0	0	-0.015521	0
"PP_2789"	0	0	0	-0.015785	0
"PP_5121"	0	0	0	-0.01593	0
"cobK"	0	0	0	-0.017555	0
"kdsA-II"	0	0	0	-0.017667	0
"PP_5235"	0	0	0	-0.017797	0
"PP_3965"	0	0	0	-0.018069	0
"PP_0628"	0	-0.00092292	0	-0.017455	0
"PP_0160"	0	0	0	-0.018685	0
"PP_4545"	0	0	0	-0.01865	-0.0021384
"PP_2224"	0	0	0	-0.019612	0
"pydX"	0	0	0	-0.01962	0
"PP_0968"	0	0	0	-0.01998	0
"nikB"	0	0	0	-0.019981	0
"PP_2714"	0	0	0	-0.020386	0
"pqqE"	0	0	0	-0.020607	0
"PP_5329"	0.0081062	0	0	-0.020546	0
"PP_1818"	0	0	0	-0.021523	0
"tusE"	0	0	0	-0.021729	0
"dctD-III"	0	0	0	-0.0218	0
"yidH"	0	0	0	-0.021975	0
"PP_3176"	0	0	0	-0.021986	0
"gspF"	0	0	0	-0.022121	0
"PP_5211"	0	0	0	-0.022141	0
"PP_3811"	0	0	0	-0.022186	0
"PP_0707"	0	0	0	-0.022542	0
"PP_5710"	0	0	0	-0.022684	0
"PP_3399"	0	0	0	-0.022881	0
"PP_2863"	0	0	0	-0.023183	0
"dkgB"	0	0	0	-0.023211	0
"ada"	0	0	0	-0.024478	0
"PP_5533"	0	0	0	-0.024834	0
"PP_1931"	0	0	0	-0.025204	0
"thiO"	0	0	0	-0.025373	0
"upp"	0	0	0	-0.025955	0
"PP_3628"	0	0	0	-0.026414	0
"PP_4815"	0	0	0	-0.026516	0
"PP_1573"	0	0	0	-0.026517	0
"acnA-I"	0	0	0	-0.022655	-0.0065851
"PP_2738"	0	0	0	-0.024618	-0.0063744
"atsK"	0	0	0	-0.025301	0.0070304
"apt"	0	0	0	-0.02866	0
"PP_3137"	0	0	0	-0.029823	0
"PP_1863"	0	0	0	-0.025719	-0.01235
